UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO_ELECCION;MESA_DE_VOTACION;DESCRIP_ESTADO_ACTA;TIPO_OBSERVACION;N_CVAS;N_ELEC_HABIL;VOTOS_P1;VOTOS_P2;VOTOS_P3;VOTOS_P4;VOTOS_P5;VOTOS_P6;VOTOS_P7;VOTOS_P8;VOTOS_P9;VOTOS_P10;VOTOS_P11;VOTOS_P12;VOTOS_P13;VOTOS_P14;VOTOS_P15;VOTOS_P16;VOTOS_P17;VOTOS_P18;VOTOS_P19;VOTOS_P20;VOTOS_VB;VOTOS_VN;VOTOS_VI
190103;PIURA;PIURA;CASTILLA;PRESIDENCIAL;215031;CONTABILIZADAS NORMALES;;162;183;0;3;8;30;0;0;0;1;54;0;0;1;10;0;0;0;40;0;0;0;8;7;0
210508;SAN MARTIN;RIOJA;PARDO MIGUEL;PRESIDENCIAL;215032;CONTABILIZADAS NORMALES;;218;250;0;6;63;49;0;0;0;0;14;0;0;0;11;0;1;0;17;0;0;0;51;6;0
220101;TACNA;TACNA;TACNA;PRESIDENCIAL;215033;CONTABILIZADAS NORMALES;;131;143;1;0;4;46;3;0;0;0;29;0;1;0;9;0;0;0;30;0;0;0;3;5;0
250101;UCAYALI;CORONEL PORTILLO;CALLERIA;PRESIDENCIAL;215034;CONTABILIZADAS NORMALES;;206;246;0;4;9;64;0;1;0;0;40;0;0;0;15;1;0;0;51;0;0;0;20;1;0
140130;LIMA;LIMA;SANTIAGO DE SURCO;PRESIDENCIAL;215035;CONTABILIZADAS NORMALES;;155;175;0;8;4;16;0;0;0;0;80;0;1;0;13;0;0;0;23;0;0;0;8;2;0
920202;AMERICA;ARGENTINA;BUENOS AIRES;PRESIDENCIAL;215036;CONTABILIZADAS NORMALES;;162;195;0;2;8;23;0;0;0;1;49;0;1;0;2;0;0;0;37;0;2;0;27;10;0
130308;LAMBAYEQUE;LAMBAYEQUE;OLMOS;PRESIDENCIAL;215037;CONTABILIZADAS NORMALES;;151;170;0;3;20;39;2;0;0;0;14;0;0;0;14;0;0;1;39;0;1;0;15;3;0
100101;ICA;ICA;ICA;PRESIDENCIAL;215038;CONTABILIZADAS NORMALES;;160;174;0;5;10;48;0;0;0;2;32;0;0;0;9;0;0;1;33;0;0;0;17;3;0
140122;LIMA;LIMA;RIMAC;PRESIDENCIAL;215039;CONTABILIZADAS NORMALES;;156;179;1;4;6;33;0;0;0;0;50;0;0;0;8;0;0;1;35;0;0;0;14;4;0
240106;CALLAO;CALLAO;VENTANILLA;PRESIDENCIAL;215040;CONTABILIZADAS NORMALES;;173;185;1;13;8;48;1;0;0;0;40;0;0;0;8;0;1;0;37;0;0;0;11;5;0
140126;LIMA;LIMA;SAN MARTIN DE PORRES;PRESIDENCIAL;215041;CONTABILIZADAS NORMALES;;162;180;1;4;2;35;1;0;0;0;47;0;3;0;8;0;0;0;43;0;0;1;9;8;0
140137;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PRESIDENCIAL;215042;CONTABILIZADAS NORMALES;;163;180;1;2;13;43;1;0;0;0;38;0;3;0;10;0;2;0;33;0;0;0;16;1;0
120110;LA LIBERTAD;TRUJILLO;EL PORVENIR;PRESIDENCIAL;215043;CONTABILIZADAS NORMALES;;154;172;0;8;6;20;1;0;0;2;14;0;0;0;6;0;0;0;87;0;1;0;6;3;0
130117;LAMBAYEQUE;CHICLAYO;PATAPO;PRESIDENCIAL;215044;CONTABILIZADAS NORMALES;;181;194;1;6;16;30;1;0;0;0;11;1;0;0;6;0;0;0;81;0;0;0;22;6;0
140106;LIMA;LIMA;COMAS;PRESIDENCIAL;215045;CONTABILIZADAS NORMALES;;160;175;0;6;7;45;0;0;0;0;49;0;1;0;10;0;0;0;30;0;0;0;8;4;0
200103;PUNO;PUNO;ATUNCOLLA;PRESIDENCIAL;215046;CONTABILIZADAS NORMALES;;185;193;1;13;10;76;0;1;0;1;6;0;0;3;1;0;0;1;42;0;0;0;22;8;0
140140;LIMA;LIMA;SAN BORJA;PRESIDENCIAL;215047;CONTABILIZADAS NORMALES;;147;170;3;3;5;17;1;0;0;0;78;0;5;0;12;0;0;0;17;0;0;0;6;0;0
140109;LIMA;LIMA;LA VICTORIA;PRESIDENCIAL;215048;CONTABILIZADAS NORMALES;;143;159;1;3;10;34;0;0;0;0;47;0;0;0;9;0;0;0;31;0;0;0;8;0;0
40113;AREQUIPA;AREQUIPA;SABANDIA;PRESIDENCIAL;215050;CONTABILIZADAS NORMALES;;178;189;0;0;3;84;2;0;0;0;40;0;2;0;7;1;0;0;24;0;1;0;10;4;0
40107;AREQUIPA;AREQUIPA;MIRAFLORES;PRESIDENCIAL;215051;CONTABILIZADAS NORMALES;;155;173;1;2;6;66;0;0;0;0;35;0;3;1;6;0;0;1;24;0;0;0;6;4;0
40109;AREQUIPA;AREQUIPA;PAUCARPATA;PRESIDENCIAL;215052;CONTABILIZADAS NORMALES;;167;186;3;10;1;75;1;0;0;0;23;0;0;0;10;1;1;0;24;0;0;0;13;5;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;215053;CONTABILIZADAS NORMALES;;172;180;0;8;13;51;2;0;0;1;33;0;1;1;9;0;0;0;30;0;0;1;18;4;0
240101;CALLAO;CALLAO;CALLAO;PRESIDENCIAL;215054;CONTABILIZADAS NORMALES;;155;175;1;7;3;26;0;0;0;0;52;0;0;0;8;0;0;0;38;0;0;0;16;4;0
920202;AMERICA;ARGENTINA;BUENOS AIRES;PRESIDENCIAL;215055;CONTABILIZADAS NORMALES;;162;195;0;4;6;17;0;1;0;0;63;0;0;1;4;0;0;0;20;0;3;0;35;8;0
930720;ASIA;JAPON;SAITAMA;PRESIDENCIAL;215056;CONTABILIZADAS ANULADAS;;99;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0
930723;ASIA;JAPON;AICHI;PRESIDENCIAL;215057;CONTABILIZADAS NORMALES;;106;193;2;1;21;3;0;1;0;0;54;0;0;0;4;0;0;0;3;0;0;0;15;2;0
140143;LIMA;LIMA;SANTA ANITA;PRESIDENCIAL;215058;CONTABILIZADAS NORMALES;;220;232;0;9;18;69;1;0;0;0;44;0;2;0;15;1;0;0;32;0;0;1;27;1;0
140103;LIMA;LIMA;ATE;PRESIDENCIAL;215059;CONTABILIZADAS NORMALES;;154;175;1;5;14;40;1;0;0;0;34;0;1;0;10;1;1;1;28;0;1;0;12;4;0
140137;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PRESIDENCIAL;215060;CONTABILIZADAS NORMALES;;167;182;1;8;14;50;0;0;0;0;26;0;2;0;16;0;0;1;29;0;0;0;17;3;0
930719;ASIA;JAPON;KANAGAWA;PRESIDENCIAL;215061;CONTABILIZADAS NORMALES;;120;193;1;9;27;6;0;0;0;0;58;0;2;0;0;0;0;0;6;0;0;0;8;3;0
121202;LA LIBERTAD;VIRU;CHAO;PRESIDENCIAL;215062;CONTABILIZADAS NORMALES;;187;196;0;5;10;46;0;0;0;2;11;0;0;0;0;0;1;0;86;0;0;0;23;3;0
140136;LIMA;LIMA;SAN JUAN DE MIRAFLORES;PRESIDENCIAL;215063;CONTABILIZADAS NORMALES;;168;177;0;6;11;44;0;0;0;0;50;0;1;0;13;0;0;0;34;0;0;0;6;3;0
140126;LIMA;LIMA;SAN MARTIN DE PORRES;PRESIDENCIAL;215064;CONTABILIZADAS NORMALES;;162;181;0;7;8;39;2;0;0;0;45;0;3;1;13;2;0;0;37;0;0;0;3;2;0
200901;PUNO;SAN ROMAN;JULIACA;PRESIDENCIAL;215065;CONTABILIZADAS NORMALES;;168;178;2;11;18;44;4;1;1;0;17;0;0;2;2;1;0;3;40;0;1;2;12;7;0
120101;LA LIBERTAD;TRUJILLO;TRUJILLO;PRESIDENCIAL;215066;CONTABILIZADAS NORMALES;;163;175;0;8;3;14;1;0;0;1;58;0;0;0;8;0;0;0;55;0;0;0;8;7;0
140106;LIMA;LIMA;COMAS;PRESIDENCIAL;215067;CONTABILIZADAS NORMALES;;153;165;0;9;9;44;1;0;0;1;37;0;0;0;7;1;0;0;35;1;0;0;7;1;0
140142;LIMA;LIMA;LOS OLIVOS;PRESIDENCIAL;215068;CONTABILIZADAS NORMALES;;157;173;0;2;6;47;0;0;0;0;58;0;1;0;12;0;0;0;26;0;0;0;3;2;0
140101;LIMA;LIMA;LIMA;PRESIDENCIAL;215069;CONTABILIZADAS NORMALES;;214;249;0;10;7;39;2;0;0;0;81;0;1;0;8;0;0;0;50;0;0;0;14;2;0
140127;LIMA;LIMA;SAN MIGUEL;PRESIDENCIAL;215070;CONTABILIZADAS NORMALES;;147;174;0;4;2;17;0;0;0;0;69;0;0;0;11;0;0;0;28;0;0;0;12;4;0
140137;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PRESIDENCIAL;215071;CONTABILIZADAS NORMALES;;171;185;2;6;10;39;2;0;1;0;41;0;0;0;14;0;0;0;35;0;0;0;15;6;0
140141;LIMA;LIMA;VILLA EL SALVADOR;PRESIDENCIAL;215072;CONTABILIZADAS NORMALES;;170;185;0;12;13;47;0;0;0;0;36;0;1;0;12;0;1;0;33;0;0;0;12;3;0
140132;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PRESIDENCIAL;215073;CONTABILIZADAS NORMALES;;173;182;0;7;13;40;0;0;0;0;57;0;3;0;11;0;0;0;24;1;0;0;12;5;0
140120;LIMA;LIMA;PUNTA HERMOSA;PRESIDENCIAL;215074;CONTABILIZADAS NORMALES;;209;237;0;11;12;18;0;0;0;0;109;0;3;0;9;2;0;0;37;0;0;0;8;0;0
140133;LIMA;LIMA;JESUS MARIA;PRESIDENCIAL;215075;CONTABILIZADAS NORMALES;;203;224;1;4;11;23;1;0;0;0;96;0;3;0;7;0;0;0;43;0;0;0;11;3;0
140139;LIMA;LIMA;CIENEGUILLA;PRESIDENCIAL;215076;CONTABILIZADAS NORMALES;;169;181;0;9;16;48;0;0;0;0;48;0;0;0;4;0;0;0;27;0;0;0;15;2;0
190601;PIURA;SULLANA;SULLANA;PRESIDENCIAL;215077;CONTABILIZADAS NORMALES;;167;185;0;3;10;33;0;0;0;2;35;0;1;0;11;0;0;0;52;0;0;0;12;8;0
240101;CALLAO;CALLAO;CALLAO;PRESIDENCIAL;215078;CONTABILIZADAS NORMALES;;155;171;0;3;5;28;2;2;0;0;42;0;2;0;15;0;0;0;43;0;0;0;10;3;0
240105;CALLAO;CALLAO;LA PERLA;PRESIDENCIAL;215079;CONTABILIZADAS NORMALES;;143;159;1;8;5;20;0;0;0;0;45;0;2;1;11;0;0;0;40;0;0;0;7;3;0
140125;LIMA;LIMA;BARRANCO;PRESIDENCIAL;215080;CONTABILIZADAS NORMALES;;221;244;1;14;14;35;0;0;0;0;94;0;0;0;14;0;1;0;29;0;0;0;17;2;0
140130;LIMA;LIMA;SANTIAGO DE SURCO;PRESIDENCIAL;215081;CONTABILIZADAS NORMALES;;151;174;1;1;10;21;0;0;0;0;78;0;0;0;13;0;0;0;16;0;0;0;9;2;0
140108;LIMA;LIMA;CHORRILLOS;PRESIDENCIAL;215082;CONTABILIZADAS NORMALES;;172;189;0;4;7;39;0;0;0;0;67;3;0;0;11;1;0;0;25;0;0;0;13;2;0
920202;AMERICA;ARGENTINA;BUENOS AIRES;PRESIDENCIAL;215083;CONTABILIZADAS NORMALES;;155;195;0;1;6;19;1;1;0;0;48;0;1;0;0;2;1;1;31;0;0;4;32;7;0
140110;LIMA;LIMA;LA MOLINA;PRESIDENCIAL;215084;CONTABILIZADAS NORMALES;;152;177;1;2;0;25;1;0;0;0;82;0;2;0;8;1;0;0;11;0;0;0;5;14;0
930703;ASIA;JAPON;TOKIO;PRESIDENCIAL;215085;CONTABILIZADAS NORMALES;;78;193;0;1;19;4;0;0;0;0;39;0;0;0;1;0;0;0;2;0;0;0;11;1;0
60801;CAJAMARCA;JAEN;JAEN;PRESIDENCIAL;215086;CONTABILIZADAS NORMALES;;142;168;0;3;12;50;1;0;0;0;21;0;0;2;20;1;0;0;21;0;0;0;7;4;0
140126;LIMA;LIMA;SAN MARTIN DE PORRES;PRESIDENCIAL;215087;CONTABILIZADAS NORMALES;;172;182;0;12;5;31;0;0;0;0;47;0;0;0;11;1;1;2;44;0;0;0;15;3;0
140136;LIMA;LIMA;SAN JUAN DE MIRAFLORES;PRESIDENCIAL;215088;CONTABILIZADAS NORMALES;;161;178;0;8;9;46;0;1;0;0;42;0;0;1;9;0;0;0;24;0;0;0;11;10;0
140137;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PRESIDENCIAL;215089;CONTABILIZADAS NORMALES;;163;182;1;7;10;43;0;0;0;0;44;0;3;1;9;0;0;1;26;0;1;0;13;4;0
140103;LIMA;LIMA;ATE;PRESIDENCIAL;215090;CONTABILIZADAS NORMALES;;160;171;0;9;15;42;2;0;0;1;41;0;1;0;10;0;0;0;31;0;0;0;7;1;0
240102;CALLAO;CALLAO;BELLAVISTA;PRESIDENCIAL;215091;CONTABILIZADAS NORMALES;;223;250;2;7;3;21;2;1;0;0;84;0;1;0;16;2;0;0;64;0;0;0;16;4;0
930724;ASIA;JAPON;IBARAKI;PRESIDENCIAL;215092;CONTABILIZADAS NORMALES;;113;195;0;0;13;10;0;0;0;0;53;0;0;0;1;0;0;0;20;0;0;0;13;3;0
930721;ASIA;JAPON;GUNMA;PRESIDENCIAL;215093;CONTABILIZADAS NORMALES;;140;195;0;1;29;5;0;0;0;0;84;0;0;0;1;0;0;0;6;0;0;0;9;5;0
140142;LIMA;LIMA;LOS OLIVOS;PRESIDENCIAL;215094;CONTABILIZADAS NORMALES;;158;171;2;3;7;54;1;0;0;0;40;1;0;0;4;0;0;0;26;0;0;0;16;4;0
140107;LIMA;LIMA;CHACLACAYO;PRESIDENCIAL;215095;CONTABILIZADAS NORMALES;;150;167;3;6;12;30;0;0;0;0;50;0;1;0;6;2;0;1;28;0;0;0;10;1;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;215096;CONTABILIZADAS NORMALES;;154;172;0;5;11;41;2;0;0;0;41;0;1;0;6;0;0;0;25;0;0;0;20;2;0
140106;LIMA;LIMA;COMAS;PRESIDENCIAL;215097;CONTABILIZADAS NORMALES;;168;186;0;9;9;47;0;0;0;0;45;0;1;0;5;0;0;0;29;0;0;1;17;5;0
140137;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PRESIDENCIAL;215098;CONTABILIZADAS NORMALES;;167;176;0;5;11;46;1;0;0;0;37;0;1;0;8;1;0;0;39;0;0;0;14;4;0
140126;LIMA;LIMA;SAN MARTIN DE PORRES;PRESIDENCIAL;215099;CONTABILIZADAS NORMALES;;150;157;2;8;8;37;1;0;0;0;40;0;2;1;7;0;0;0;29;0;0;0;7;8;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;215100;CONTABILIZADAS NORMALES;;158;179;1;10;13;43;0;0;0;1;31;0;1;0;8;1;0;1;32;0;0;0;14;2;0
140103;LIMA;LIMA;ATE;PRESIDENCIAL;215101;CONTABILIZADAS NORMALES;;168;181;0;7;21;58;2;0;0;0;34;0;0;0;7;1;1;0;26;0;0;0;9;2;0
940910;EUROPA;ESPA�A;MADRID;PRESIDENCIAL;215102;CONTABILIZADAS NORMALES;;136;195;0;2;9;9;0;0;0;0;65;0;1;0;1;0;0;0;13;1;0;0;24;11;0
140134;LIMA;LIMA;INDEPENDENCIA;PRESIDENCIAL;215103;CONTABILIZADAS NORMALES;;168;182;0;12;4;41;1;0;0;0;43;0;3;0;11;1;0;0;37;0;0;0;12;3;0
140114;LIMA;LIMA;MAGDALENA DEL MAR;PRESIDENCIAL;215104;CONTABILIZADAS NORMALES;;137;161;0;3;7;18;0;0;0;0;71;0;4;0;8;1;0;0;15;0;0;0;8;2;0
140141;LIMA;LIMA;VILLA EL SALVADOR;PRESIDENCIAL;215105;CONTABILIZADAS NORMALES;;169;185;0;5;18;33;0;0;0;0;41;1;0;1;13;1;0;0;45;0;0;0;9;2;0
140132;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PRESIDENCIAL;215106;CONTABILIZADAS NORMALES;;171;183;1;13;10;38;2;0;0;0;33;0;0;0;13;0;0;0;34;1;0;0;23;3;0
240101;CALLAO;CALLAO;CALLAO;PRESIDENCIAL;215107;CONTABILIZADAS NORMALES;;162;176;0;4;10;38;2;0;0;0;46;0;0;0;14;2;0;0;31;0;0;0;14;1;0
140130;LIMA;LIMA;SANTIAGO DE SURCO;PRESIDENCIAL;215108;CONTABILIZADAS NORMALES;;147;167;0;6;6;18;1;0;0;0;73;0;1;0;12;1;0;0;25;0;0;0;4;0;0
140143;LIMA;LIMA;SANTA ANITA;PRESIDENCIAL;215109;CONTABILIZADAS NORMALES;;222;239;2;9;17;64;3;0;0;1;59;0;0;0;13;1;0;0;32;0;1;0;19;1;0
140136;LIMA;LIMA;SAN JUAN DE MIRAFLORES;PRESIDENCIAL;215110;CONTABILIZADAS NORMALES;;171;181;3;6;8;41;1;0;0;0;51;1;0;0;9;0;0;0;29;0;0;0;17;5;0
140115;LIMA;LIMA;MIRAFLORES;PRESIDENCIAL;215111;CONTABILIZADAS NORMALES;;132;161;0;2;7;13;1;0;0;0;76;0;3;0;8;0;0;0;20;0;0;0;1;1;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;215112;CONTABILIZADAS NORMALES;;164;175;1;9;12;47;0;0;0;0;42;0;1;0;6;0;0;0;26;0;0;1;15;4;0
140117;LIMA;LIMA;PUEBLO LIBRE;PRESIDENCIAL;215113;CONTABILIZADAS NORMALES;;140;164;1;7;3;19;0;0;0;0;79;0;1;0;6;0;0;0;17;0;0;1;1;5;0
240106;CALLAO;CALLAO;VENTANILLA;PRESIDENCIAL;215114;CONTABILIZADAS NORMALES;;164;176;0;6;15;46;2;3;0;0;33;0;0;0;8;1;1;0;28;0;0;0;17;4;0
940902;EUROPA;ESPA�A;BARCELONA;PRESIDENCIAL;215115;CONTABILIZADAS NORMALES;;122;193;1;3;0;3;0;0;0;1;47;0;0;0;1;0;1;0;28;0;0;0;32;5;0
140105;LIMA;LIMA;CARABAYLLO;PRESIDENCIAL;215116;CONTABILIZADAS NORMALES;;169;180;1;16;8;45;0;1;0;0;36;0;2;0;13;1;0;0;30;0;0;1;15;0;0
140137;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PRESIDENCIAL;215117;CONTABILIZADAS NORMALES;;168;178;0;5;7;46;0;0;0;0;43;0;0;0;20;2;0;1;31;0;0;0;11;2;0
140126;LIMA;LIMA;SAN MARTIN DE PORRES;PRESIDENCIAL;215118;CONTABILIZADAS NORMALES;;166;179;0;14;12;39;0;0;0;0;44;0;2;0;7;0;0;0;31;0;0;0;9;8;0
140142;LIMA;LIMA;LOS OLIVOS;PRESIDENCIAL;215119;CONTABILIZADAS NORMALES;;159;174;2;2;5;40;2;0;0;0;45;0;1;0;9;1;0;0;33;0;1;1;14;3;0
940910;EUROPA;ESPA�A;MADRID;PRESIDENCIAL;215120;CONTABILIZADAS NORMALES;;113;194;3;1;4;8;0;0;0;1;51;0;1;0;5;1;1;0;18;0;0;0;17;2;0
140109;LIMA;LIMA;LA VICTORIA;PRESIDENCIAL;215121;CONTABILIZADAS NORMALES;;141;154;0;3;8;35;0;0;0;0;43;0;1;0;5;0;1;1;30;0;0;0;12;2;0
140103;LIMA;LIMA;ATE;PRESIDENCIAL;215122;CONTABILIZADAS NORMALES;;162;175;2;9;18;47;1;0;0;0;41;0;0;0;7;0;0;0;18;0;1;0;15;3;0
140101;LIMA;LIMA;LIMA;PRESIDENCIAL;215123;CONTABILIZADAS NORMALES;;218;247;4;6;11;42;3;0;0;0;72;0;4;0;16;1;0;1;41;0;0;1;12;4;0
140122;LIMA;LIMA;RIMAC;PRESIDENCIAL;215124;CONTABILIZADAS NORMALES;;158;173;1;4;10;34;0;0;0;0;49;0;0;0;9;1;0;1;31;0;0;0;12;6;0
140106;LIMA;LIMA;COMAS;PRESIDENCIAL;215125;CONTABILIZADAS NORMALES;;166;184;2;8;9;44;1;0;0;0;53;0;2;0;2;1;0;1;35;0;0;0;6;2;0
140140;LIMA;LIMA;SAN BORJA;PRESIDENCIAL;215126;CONTABILIZADAS NORMALES;;149;169;0;5;4;15;0;0;0;0;88;0;2;0;14;0;0;0;17;0;0;0;4;0;0
140108;LIMA;LIMA;CHORRILLOS;PRESIDENCIAL;215127;CONTABILIZADAS NORMALES;;164;178;0;13;14;27;0;0;0;0;65;0;2;1;2;0;0;0;28;0;0;0;6;6;0
110501;JUNIN;TARMA;TARMA;PRESIDENCIAL;215129;CONTABILIZADAS NORMALES;;151;175;0;9;17;53;2;0;0;1;31;0;2;0;10;0;0;0;13;0;0;0;11;2;0
140137;LIMA;LIMA;SAN JUAN DE LURIGANCHO;PRESIDENCIAL;215130;CONTABILIZADAS NORMALES;;164;179;1;9;7;53;2;0;0;0;29;1;0;0;8;2;0;0;30;0;0;1;15;6;0
140141;LIMA;LIMA;VILLA EL SALVADOR;PRESIDENCIAL;215131;CONTABILIZADAS NORMALES;;175;184;0;9;14;48;1;0;0;0;41;0;0;0;11;2;0;0;31;0;0;0;13;5;0
140136;LIMA;LIMA;SAN JUAN DE MIRAFLORES;PRESIDENCIAL;215132;CONTABILIZADAS NORMALES;;172;179;0;9;13;51;1;0;0;0;54;0;2;0;8;0;0;0;16;0;0;0;11;7;0
140126;LIMA;LIMA;SAN MARTIN DE PORRES;PRESIDENCIAL;215133;CONTABILIZADAS NORMALES;;155;174;0;12;10;38;1;0;0;0;39;0;1;0;10;0;0;0;29;0;1;0;9;5;0
190606;PIURA;SULLANA;QUERECOTILLO;PRESIDENCIAL;215134;CONTABILIZADAS NORMALES;;177;190;0;6;8;30;0;0;0;1;28;0;0;0;12;0;0;0;57;0;0;0;27;8;0
140130;LIMA;LIMA;SANTIAGO DE SURCO;PRESIDENCIAL;215135;CONTABILIZADAS NORMALES;;151;172;0;5;11;20;0;0;0;1;82;0;4;1;5;0;0;0;15;0;0;0;6;1;0
90605;HUANUCO;LEONCIO PRADO;MARIANO DAMASO BERAUN;PRESIDENCIAL;215136;CONTABILIZADAS NORMALES;;172;199;0;22;23;66;0;0;0;1;6;0;0;0;1;1;0;0;10;0;1;0;37;4;0
921317;AMERICA;ESTADOS UNIDOS DE AMERICA;MIAMI;PRESIDENCIAL;215137;CONTABILIZADAS NORMALES;;128;191;0;1;1;5;0;1;0;0;101;0;0;0;0;0;0;0;4;0;0;0;13;2;0
110806;JUNIN;CHANCHAMAYO;PERENE;PRESIDENCIAL;215138;CONTABILIZADAS NORMALES;;113;132;0;4;19;41;1;0;0;1;9;0;3;0;1;0;0;0;1;0;0;0;30;3;0
130119;LAMBAYEQUE;CHICLAYO;PUCALA;PRESIDENCIAL;215139;CONTABILIZADAS NORMALES;;155;176;0;1;5;20;0;0;0;0;14;0;0;1;5;1;0;0;86;0;0;0;16;6;0
190404;PIURA;MORROPON;MORROPON;PRESIDENCIAL;215140;CONTABILIZADAS NORMALES;;127;166;3;5;4;39;1;0;0;1;15;0;0;0;10;0;0;0;35;0;0;0;14;0;0
940910;EUROPA;ESPA�A;MADRID;PRESIDENCIAL;215141;CONTABILIZADAS NORMALES;;120;194;3;2;6;7;0;0;1;0;55;0;0;2;1;0;1;0;15;1;0;0;17;9;0
40127;AREQUIPA;AREQUIPA;JACOBO HUNTER;PRESIDENCIAL;215142;CONTABILIZADAS NORMALES;;163;175;1;4;14;83;0;1;0;0;24;0;1;1;5;0;0;1;16;1;0;0;7;4;0
140132;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;PRESIDENCIAL;215143;CONTABILIZADAS NORMALES;;171;186;2;9;15;37;4;0;0;0;55;0;1;0;10;0;0;0;20;0;0;1;16;1;0
140106;LIMA;LIMA;COMAS;PRESIDENCIAL;215144;CONTABILIZADAS NORMALES;;157;170;0;7;4;36;0;0;0;0;49;0;2;0;5;0;0;0;42;0;0;0;9;3;0
50801;AYACUCHO;HUANCA SANCOS;SANCOS;PRESIDENCIAL;215145;CONTABILIZADAS NORMALES;;211;243;1;3;6;95;0;0;0;0;26;0;0;0;6;0;0;1;29;0;0;0;40;4;0
140110;LIMA;LIMA;LA MOLINA;PRESIDENCIAL;215146;CONTABILIZADAS NORMALES;;162;178;0;1;9;15;1;0;0;0;92;0;1;0;7;1;0;0;26;0;0;0;8;1;0
61106;CAJAMARCA;SAN IGNACIO;SAN JOSE DE LOURDES;PRESIDENCIAL;215147;CONTABILIZADAS NORMALES;;181;221;0;2;36;50;0;0;0;1;15;0;0;3;13;0;2;0;16;0;3;0;38;2;0
140127;LIMA;LIMA;SAN MIGUEL;PRESIDENCIAL;215148;CONTABILIZADAS NORMALES;;144;164;2;4;5;19;0;0;0;0;73;0;3;0;7;0;0;0;21;0;0;0;6;4;0
240101;CALLAO;CALLAO;CALLAO;PRESIDENCIAL;215149;CONTABILIZADAS NORMALES;;162;178;1;8;12;38;1;0;0;0;39;0;0;0;10;1;0;0;42;1;0;0;7;2;0
140104;LIMA;LIMA;BRE�A;PRESIDENCIAL;215150;CONTABILIZADAS NORMALES;;228;248;5;8;4;35;3;0;0;0;77;0;4;0;17;2;0;0;54;0;0;0;14;5;0
140142;LIMA;LIMA;LOS OLIVOS;PRESIDENCIAL;215151;CONTABILIZADAS NORMALES;;162;177;1;8;11;39;0;0;0;0;50;0;1;0;5;0;0;0;27;0;0;0;14;6;0
190109;PIURA;PIURA;TAMBO GRANDE;PRESIDENCIAL;215152;CONTABILIZADAS NORMALES;;187;196;0;4;12;44;1;0;0;0;24;0;1;1;9;2;0;0;53;0;1;0;27;8;0
920202;AMERICA;ARGENTINA;BUENOS AIRES;PRESIDENCIAL;215153;CONTABILIZADAS NORMALES;;161;195;0;1;6;27;1;0;0;2;56;0;1;2;3;0;1;0;24;0;0;0;30;7;0
130101;LAMBAYEQUE;CHICLAYO;CHICLAYO;PRESIDENCIAL;215154;CONTABILIZADAS NORMALES;;154;175;1;4;5;26;0;0;0;0;53;0;3;0;15;0;0;0;34;0;0;0;12;1;0
60101;CAJAMARCA;CAJAMARCA;CAJAMARCA;PRESIDENCIAL;215155;CONTABILIZADAS NORMALES;;159;167;1;5;14;29;0;0;0;0;32;0;0;1;21;1;0;0;29;0;1;0;16;9;0
110113;JUNIN;HUANCAYO;EL TAMBO;PRESIDENCIAL;215156;CONTABILIZADAS NORMALES;;150;173;1;7;6;54;4;0;0;0;29;0;0;0;10;2;0;0;27;0;0;0;6;4;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;215157;CONTABILIZADAS NORMALES;;168;183;1;9;7;52;2;1;0;0;20;0;2;0;4;0;0;0;19;0;0;0;25;26;0
140103;LIMA;LIMA;ATE;PRESIDENCIAL;215158;CONTABILIZADAS NORMALES;;158;175;1;7;12;48;0;0;0;0;33;0;2;0;3;0;0;0;32;0;0;0;18;2;0
140506;LIMA;HUAURA;HUALMAY;PRESIDENCIAL;215159;CONTABILIZADAS NORMALES;;165;183;0;7;18;45;0;0;0;0;35;0;0;0;3;0;1;0;43;1;0;0;11;1;0
140124;LIMA;LIMA;SAN ISIDRO;PRESIDENCIAL;215160;CONTABILIZADAS NORMALES;;124;152;0;1;6;7;1;0;0;0;84;0;0;1;4;0;0;0;12;0;0;0;6;2;0
190701;PIURA;TALARA;PARI�AS;PRESIDENCIAL;215161;CONTABILIZADAS NORMALES;;155;173;0;6;2;18;0;0;0;0;42;0;0;0;19;0;1;0;53;0;0;0;11;3;0
200401;PUNO;CHUCUITO;JULI;PRESIDENCIAL;215162;CONTABILIZADAS NORMALES;;224;249;1;8;9;90;1;1;1;2;15;0;0;3;1;0;1;7;18;0;0;0;60;6;0
