UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO_ELECCION;MESA_DE_VOTACION;DESCRIP_ESTADO_ACTA;TIPO_OBSERVACION;N_CVAS;N_ELEC_HABIL;VOTOS_P1;VOTOS_P2;VOTOS_P3;VOTOS_P4;VOTOS_P5;VOTOS_P6;VOTOS_P7;VOTOS_P8;VOTOS_P9;VOTOS_P10;VOTOS_P11;VOTOS_P12;VOTOS_P13;VOTOS_P14;VOTOS_P15;VOTOS_P16;VOTOS_P17;VOTOS_P18;VOTOS_P19;VOTOS_P20;VOTOS_VB;VOTOS_VN;VOTOS_VI
140110;LIMA;LIMA;LA MOLINA;PRESIDENCIAL;48758;CONTABILIZADAS NORMALES;;223;250;0;3;12;28;0;0;0;0;122;0;1;0;7;1;0;0;20;0;0;0;25;4;0
140110;LIMA;LIMA;LA MOLINA;PRESIDENCIAL;48759;CONTABILIZADAS NORMALES;;209;250;1;2;5;24;0;0;0;0;130;0;2;0;6;0;0;0;32;0;0;0;5;2;0
140110;LIMA;LIMA;LA MOLINA;PRESIDENCIAL;48760;CONTABILIZADAS NORMALES;;212;249;0;8;8;22;2;2;0;0;125;0;0;0;9;1;0;0;25;0;0;0;8;2;0
140110;LIMA;LIMA;LA MOLINA;PRESIDENCIAL;48761;CONTABILIZADAS NORMALES;;118;131;0;4;6;21;1;1;0;0;55;0;1;0;4;0;0;0;21;0;0;0;4;0;0
140110;LIMA;LIMA;LA MOLINA;PRESIDENCIAL;48762;CONTABILIZADAS NORMALES;;231;250;0;10;15;46;1;0;0;1;103;0;0;0;16;0;0;0;28;0;0;1;10;0;0
140110;LIMA;LIMA;LA MOLINA;PRESIDENCIAL;48765;CONTABILIZADAS NORMALES;;102;127;0;1;3;15;1;0;0;0;58;0;2;0;5;2;0;0;8;0;0;0;6;1;0
140110;LIMA;LIMA;LA MOLINA;PRESIDENCIAL;48766;CONTABILIZADAS NORMALES;;114;131;4;5;4;17;1;0;0;0;61;0;0;0;5;1;1;0;12;0;0;0;3;0;0
140110;LIMA;LIMA;LA MOLINA;PRESIDENCIAL;48770;CONTABILIZADAS NORMALES;;216;250;0;7;0;27;0;0;0;0;121;0;4;0;6;2;0;0;17;0;0;1;17;14;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48772;CONTABILIZADAS NORMALES;;230;250;1;15;25;50;1;0;0;0;48;0;1;0;16;0;0;0;52;0;0;0;16;5;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48775;CONTABILIZADAS NORMALES;;226;248;0;12;26;76;1;0;1;0;41;0;3;0;7;1;1;1;40;0;0;0;15;1;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48776;CONTABILIZADAS NORMALES;;232;247;1;14;10;62;2;0;0;2;46;0;1;0;17;0;1;0;52;0;0;0;18;6;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48777;CONTABILIZADAS NORMALES;;229;248;0;17;20;61;3;0;0;1;48;0;0;0;13;0;1;0;46;0;0;0;18;1;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48778;CONTABILIZADAS NORMALES;;114;132;0;7;8;29;1;0;0;0;31;0;2;0;5;0;0;1;18;0;0;0;7;5;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48779;CONTABILIZADAS NORMALES;;144;151;2;10;9;52;1;0;0;0;17;1;1;0;2;0;0;0;35;0;0;0;13;1;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48780;CONTABILIZADAS NORMALES;;226;250;0;11;12;65;1;0;0;0;57;0;0;0;7;1;0;0;59;0;0;0;13;0;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48781;CONTABILIZADAS NORMALES;;136;139;1;8;13;42;1;0;0;0;15;0;1;0;6;0;0;0;26;0;1;0;17;5;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48782;CONTABILIZADAS NORMALES;;136;149;0;12;9;39;0;1;0;1;26;0;2;0;5;1;1;1;27;0;0;0;9;2;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48783;CONTABILIZADAS NORMALES;;117;132;0;12;10;25;0;1;0;0;20;0;0;0;8;1;0;0;28;0;0;0;11;1;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48784;CONTABILIZADAS NORMALES;;119;133;0;5;9;34;1;0;0;0;27;0;1;0;6;0;0;0;24;0;0;0;12;0;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48786;CONTABILIZADAS NORMALES;;120;134;2;7;12;20;0;1;0;1;31;0;0;0;4;1;2;1;32;0;0;0;6;0;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48788;CONTABILIZADAS NORMALES;;131;137;0;9;13;27;1;0;0;0;36;0;1;1;10;1;1;0;20;0;1;0;9;1;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48789;CONTABILIZADAS NORMALES;;114;127;1;5;5;35;0;0;0;0;29;0;0;0;6;0;0;1;28;0;0;0;3;1;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48790;CONTABILIZADAS NORMALES;;224;248;1;22;14;55;3;0;1;0;46;0;3;0;11;1;0;1;42;0;1;0;14;9;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48791;CONTABILIZADAS NORMALES;;117;128;0;8;9;34;0;0;0;0;30;0;1;0;5;1;0;0;21;0;0;0;0;8;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48792;CONTABILIZADAS NORMALES;;222;250;0;14;12;69;3;1;0;0;52;0;1;0;12;0;1;1;39;0;0;0;13;4;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48795;CONTABILIZADAS NORMALES;;110;124;0;7;9;21;0;0;0;0;25;0;2;0;5;0;0;0;25;0;0;0;14;2;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48796;CONTABILIZADAS NORMALES;;228;250;1;15;14;64;1;0;0;1;50;0;2;1;9;0;0;0;40;0;0;1;23;6;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48798;CONTABILIZADAS NORMALES;;119;132;0;9;5;27;0;0;0;0;34;0;0;0;4;1;0;0;20;0;0;0;17;2;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48799;CONTABILIZADAS NORMALES;;126;135;0;13;10;31;1;0;0;0;30;0;0;0;8;0;0;0;23;0;0;0;7;3;0
140119;LIMA;LIMA;PUENTE PIEDRA;PRESIDENCIAL;48800;CONTABILIZADAS NORMALES;;121;133;0;8;14;34;1;0;0;0;24;0;0;0;7;0;0;0;23;0;0;0;9;1;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48801;CONTABILIZADAS NORMALES;;215;237;2;12;15;53;1;0;0;0;54;0;2;0;15;1;1;0;39;0;1;1;9;9;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48802;CONTABILIZADAS NORMALES;;223;246;1;13;11;53;0;0;0;0;61;0;1;0;16;1;0;0;48;0;0;0;16;2;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48803;CONTABILIZADAS NORMALES;;216;242;3;8;17;56;1;0;0;1;53;0;1;0;13;0;0;2;46;0;0;0;12;3;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48804;CONTABILIZADAS NORMALES;;213;239;1;11;14;50;0;0;0;0;66;0;0;0;11;0;0;0;47;0;0;0;9;4;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48805;CONTABILIZADAS NORMALES;;217;237;3;6;17;56;2;0;0;0;50;0;2;1;13;1;0;0;52;0;0;0;12;2;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48808;CONTABILIZADAS NORMALES;;219;239;0;7;17;46;1;0;0;0;57;0;0;0;13;0;0;0;57;0;0;0;16;5;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48809;CONTABILIZADAS NORMALES;;221;239;0;9;7;62;0;0;0;0;74;0;4;0;24;0;0;1;29;0;0;0;6;5;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48811;CONTABILIZADAS NORMALES;;218;240;2;6;17;60;0;0;1;0;71;0;4;1;14;0;0;0;34;0;0;0;5;3;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48812;CONTABILIZADAS NORMALES;;214;235;2;11;13;56;0;0;0;0;54;0;0;0;9;4;0;0;44;0;0;0;19;2;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48814;CONTABILIZADAS NORMALES;;221;244;0;6;11;60;2;0;0;1;72;1;2;0;19;1;0;1;32;0;0;0;10;3;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48816;CONTABILIZADAS NORMALES;;208;243;0;7;18;58;1;0;0;0;60;1;3;0;15;1;0;0;34;0;0;0;7;3;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48820;CONTABILIZADAS NORMALES;;223;238;2;12;8;63;4;0;1;0;45;0;1;0;14;2;0;0;54;0;0;0;14;3;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48823;CONTABILIZADAS NORMALES;;226;246;1;11;18;61;1;0;0;1;63;0;2;1;14;1;0;0;32;0;0;0;18;2;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48825;CONTABILIZADAS NORMALES;;120;131;0;8;5;27;0;1;0;1;36;1;2;0;6;0;0;0;22;0;0;0;7;4;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48826;CONTABILIZADAS NORMALES;;226;249;4;12;19;57;0;0;0;0;56;0;2;0;20;1;0;0;41;0;0;0;10;4;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48827;CONTABILIZADAS NORMALES;;215;244;0;9;18;55;0;0;0;0;48;0;0;0;18;0;0;0;47;0;0;0;17;3;0
140112;LIMA;LIMA;LURIGANCHO;PRESIDENCIAL;48829;CONTABILIZADAS NORMALES;;217;244;2;8;15;47;1;0;0;0;52;1;1;0;32;1;0;0;45;0;0;0;9;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48839;CONTABILIZADAS NORMALES;;203;222;4;16;18;57;0;1;0;0;41;0;1;0;11;0;0;0;36;0;0;0;13;5;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48840;CONTABILIZADAS NORMALES;;199;220;2;6;26;64;3;0;0;0;37;0;1;0;4;0;0;1;31;0;0;0;18;6;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48841;CONTABILIZADAS NORMALES;;176;190;0;7;14;58;2;0;0;0;37;0;0;0;10;1;1;0;33;0;0;0;9;4;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48843;CONTABILIZADAS NORMALES;;208;215;1;19;18;61;1;1;0;0;44;0;2;0;7;2;0;0;30;0;0;0;19;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48844;CONTABILIZADAS NORMALES;;209;217;1;16;13;55;0;1;0;1;51;0;1;0;9;0;0;0;44;0;0;1;10;6;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48846;CONTABILIZADAS NORMALES;;199;218;1;9;17;58;2;0;0;1;56;0;2;0;6;2;0;0;30;0;0;0;11;4;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48847;CONTABILIZADAS NORMALES;;186;207;1;13;17;50;2;0;0;0;47;0;2;0;16;2;0;1;24;0;0;0;10;1;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48848;CONTABILIZADAS NORMALES;;214;233;1;13;14;58;2;0;0;0;59;0;1;1;13;0;0;0;37;0;0;0;13;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48849;CONTABILIZADAS NORMALES;;191;214;2;7;19;52;0;0;0;0;42;0;0;0;17;2;0;0;31;0;1;0;15;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48850;CONTABILIZADAS NORMALES;;227;247;2;19;13;62;1;0;0;0;46;0;3;0;9;0;0;0;47;0;0;1;19;5;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48851;CONTABILIZADAS NORMALES;;110;117;1;10;6;32;1;0;0;0;23;0;2;0;9;0;0;0;17;0;0;0;8;1;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48852;CONTABILIZADAS NORMALES;;202;219;1;9;15;52;4;0;0;0;54;0;1;0;10;1;0;0;36;0;0;0;15;4;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48853;CONTABILIZADAS NORMALES;;209;234;2;14;13;56;3;0;0;0;48;0;0;0;8;0;0;1;39;0;1;2;21;1;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48854;CONTABILIZADAS NORMALES;;208;235;0;14;16;57;1;0;2;0;54;0;1;0;8;2;0;0;36;0;0;0;14;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48855;CONTABILIZADAS NORMALES;;198;220;0;11;19;53;4;0;0;0;58;0;0;0;5;0;0;0;34;0;0;0;12;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48856;CONTABILIZADAS NORMALES;;213;234;0;14;17;61;2;2;0;0;47;0;3;0;10;0;0;0;39;0;0;0;13;5;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48857;CONTABILIZADAS NORMALES;;209;234;0;11;15;57;3;0;0;0;53;0;3;0;7;1;0;1;42;0;0;0;13;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48858;CONTABILIZADAS NORMALES;;226;248;0;14;24;68;2;0;0;0;39;0;1;0;10;1;0;0;44;1;0;0;15;7;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48859;CONTABILIZADAS NORMALES;;192;213;1;12;22;61;1;0;0;1;33;0;1;0;7;0;0;1;37;0;0;0;13;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48861;CONTABILIZADAS NORMALES;;200;217;2;4;10;50;0;1;0;0;56;0;2;0;14;1;1;0;44;0;0;0;13;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48862;CONTABILIZADAS NORMALES;;191;215;2;9;13;46;0;1;0;0;44;0;2;1;16;0;0;0;40;0;0;0;14;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48866;CONTABILIZADAS NORMALES;;217;227;2;9;13;59;0;1;0;0;62;0;1;0;15;1;0;0;42;0;0;0;11;1;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48867;CONTABILIZADAS NORMALES;;204;224;5;15;16;66;2;0;0;0;46;0;1;0;7;3;0;0;27;0;0;0;14;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48869;CONTABILIZADAS NORMALES;;187;199;1;7;11;54;2;1;0;1;35;0;1;0;11;1;0;0;43;0;0;0;17;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48870;CONTABILIZADAS NORMALES;;212;227;1;10;14;59;1;0;0;0;45;0;4;0;8;1;0;0;48;0;0;3;15;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48871;CONTABILIZADAS NORMALES;;197;218;1;12;11;48;0;1;0;0;53;0;2;0;10;1;0;0;41;0;1;1;7;8;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48872;CONTABILIZADAS NORMALES;;204;223;0;10;10;66;1;0;0;0;48;0;0;0;13;0;0;0;40;0;0;0;10;6;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48873;CONTABILIZADAS NORMALES;;185;206;1;13;9;54;0;0;0;0;43;0;2;0;14;1;1;0;38;0;0;0;9;0;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48874;CONTABILIZADAS NORMALES;;117;128;3;6;14;31;1;0;0;0;21;0;0;0;15;0;0;0;21;0;0;0;5;0;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48875;CONTABILIZADAS NORMALES;;236;250;0;15;22;74;1;0;0;0;40;0;1;0;13;1;1;0;47;0;1;0;16;4;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48876;CONTABILIZADAS NORMALES;;132;138;1;7;11;37;0;0;0;0;28;0;1;1;9;0;0;0;31;0;0;1;2;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48877;CONTABILIZADAS NORMALES;;121;132;0;10;10;31;3;0;0;0;34;0;2;0;1;0;0;1;24;0;0;0;4;1;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48878;CONTABILIZADAS NORMALES;;120;127;0;3;10;27;1;0;0;0;36;0;1;0;8;0;0;0;31;0;0;0;3;0;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48879;CONTABILIZADAS NORMALES;;120;127;2;4;11;43;0;0;0;0;28;0;0;0;0;0;0;0;24;0;0;0;6;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48880;CONTABILIZADAS NORMALES;;128;138;0;5;11;27;0;0;1;0;29;0;0;0;6;2;0;0;35;0;0;0;9;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48881;CONTABILIZADAS NORMALES;;121;136;0;3;12;40;0;0;0;0;29;0;1;0;10;0;0;0;19;0;0;1;6;0;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48883;CONTABILIZADAS NORMALES;;118;127;3;3;12;42;2;0;0;0;25;0;0;1;3;0;0;0;17;0;1;0;7;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48886;CONTABILIZADAS NORMALES;;132;139;0;6;10;37;2;0;0;0;35;1;1;0;8;0;1;0;24;0;0;0;5;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48887;CONTABILIZADAS NORMALES;;127;137;2;4;9;32;1;1;0;0;34;0;3;0;9;0;0;0;24;0;0;0;7;1;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48888;CONTABILIZADAS NORMALES;;129;144;0;5;5;50;2;0;0;0;24;0;3;0;9;3;0;0;18;0;0;0;7;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48889;CONTABILIZADAS NORMALES;;120;133;0;10;8;29;1;0;0;0;28;0;0;0;6;1;0;0;24;0;0;0;9;4;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48890;CONTABILIZADAS NORMALES;;139;145;0;4;9;47;1;0;0;0;39;0;0;0;12;0;0;0;20;0;1;0;4;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48891;CONTABILIZADAS NORMALES;;125;137;1;9;10;31;0;0;0;0;29;0;1;0;10;0;0;0;24;0;0;0;7;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48892;CONTABILIZADAS NORMALES;;129;135;2;9;14;35;0;1;0;0;29;0;1;0;6;1;0;0;24;0;0;0;6;1;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48893;CONTABILIZADAS NORMALES;;123;134;0;8;9;35;3;0;0;1;32;0;3;0;8;2;0;0;14;0;0;0;8;0;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48894;CONTABILIZADAS NORMALES;;123;134;0;7;9;31;0;0;0;0;28;0;2;1;9;0;0;0;25;0;0;0;10;1;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48895;CONTABILIZADAS NORMALES;;139;143;2;4;12;34;2;0;0;0;37;0;0;0;8;0;0;0;34;0;0;0;5;1;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48896;CONTABILIZADAS NORMALES;;115;127;2;7;6;35;0;0;0;0;27;0;1;0;5;0;0;0;17;0;0;0;12;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48897;CONTABILIZADAS NORMALES;;121;134;1;4;5;44;2;0;0;1;21;0;2;0;9;1;0;0;24;0;0;0;7;0;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48898;CONTABILIZADAS NORMALES;;130;138;1;7;9;32;0;1;0;0;25;0;2;0;11;1;0;0;28;0;0;1;10;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48899;CONTABILIZADAS NORMALES;;127;137;0;7;6;28;2;1;0;0;41;0;2;0;8;0;0;0;24;0;0;0;6;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48900;CONTABILIZADAS NORMALES;;224;249;1;16;18;64;2;0;0;0;52;0;1;0;13;1;0;0;33;0;0;0;20;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48901;CONTABILIZADAS NORMALES;;128;138;1;10;8;34;0;0;0;0;35;0;0;0;6;0;0;0;21;0;0;1;0;12;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48902;CONTABILIZADAS NORMALES;;125;136;1;7;12;40;1;0;0;0;28;0;0;0;12;1;0;0;20;0;0;0;3;0;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48903;CONTABILIZADAS NORMALES;;121;138;0;3;12;42;0;0;0;0;28;0;0;0;10;0;0;1;21;0;0;0;2;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48904;CONTABILIZADAS NORMALES;;124;132;0;4;5;38;1;0;0;0;29;0;2;0;9;1;0;0;28;0;0;0;3;4;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48905;CONTABILIZADAS NORMALES;;136;146;1;7;6;35;2;0;0;1;41;0;1;0;9;0;0;0;25;1;0;1;6;0;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48906;CONTABILIZADAS NORMALES;;114;128;1;8;7;29;2;0;0;0;29;0;0;0;4;1;0;0;20;0;0;0;11;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48907;CONTABILIZADAS NORMALES;;230;250;2;13;17;62;0;0;0;0;55;0;2;0;20;3;1;0;41;0;1;0;10;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48908;CONTABILIZADAS NORMALES;;126;138;0;11;10;39;0;0;0;0;29;0;1;0;6;0;0;0;24;0;0;0;4;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48909;CONTABILIZADAS NORMALES;;123;133;1;4;8;40;1;0;0;0;34;0;2;0;5;0;0;0;22;0;0;0;5;1;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48911;CONTABILIZADAS NORMALES;;127;134;0;7;7;36;2;0;0;0;31;0;0;0;9;2;0;26;0;0;0;0;5;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48912;CONTABILIZADAS NORMALES;;120;133;2;5;15;42;0;0;0;0;31;0;1;0;3;1;0;0;16;0;0;1;3;0;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48913;CONTABILIZADAS NORMALES;;134;145;0;5;10;40;0;0;0;0;31;0;0;0;11;0;0;0;22;0;0;2;7;6;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48914;CONTABILIZADAS NORMALES;;232;249;2;13;19;70;0;0;0;0;40;0;0;1;11;0;0;1;58;0;0;1;10;6;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48915;CONTABILIZADAS NORMALES;;129;144;0;9;5;37;1;0;0;0;38;0;0;0;5;0;0;0;26;0;0;0;6;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48916;CONTABILIZADAS NORMALES;;127;140;1;7;12;26;3;1;0;0;35;0;0;0;9;0;1;0;22;0;0;0;8;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48917;CONTABILIZADAS NORMALES;;122;134;0;5;6;31;1;0;0;0;29;0;1;0;4;0;1;0;16;0;0;0;10;18;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48918;CONTABILIZADAS NORMALES;;123;129;3;9;5;34;0;0;0;0;22;0;0;0;4;0;1;1;33;0;0;0;6;5;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48919;CONTABILIZADAS NORMALES;;115;125;1;7;12;24;0;0;0;0;37;0;0;0;5;2;0;0;18;0;0;0;5;4;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48920;CONTABILIZADAS NORMALES;;136;146;1;8;7;40;1;0;0;0;27;0;3;1;3;0;1;0;32;0;0;1;9;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48921;CONTABILIZADAS NORMALES;;124;136;0;2;11;36;1;0;0;0;33;0;0;2;8;1;0;1;16;0;1;1;7;4;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48922;CONTABILIZADAS NORMALES;;147;155;0;10;10;53;0;0;0;0;31;0;0;0;7;0;0;0;28;0;0;0;4;4;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48923;CONTABILIZADAS NORMALES;;132;143;0;6;10;37;2;0;0;0;32;0;0;0;7;0;0;0;27;0;0;0;9;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48924;CONTABILIZADAS NORMALES;;126;137;0;8;9;40;1;0;0;0;23;0;0;0;11;1;1;0;21;0;0;0;9;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48925;CONTABILIZADAS NORMALES;;121;129;0;4;12;36;0;0;0;0;32;0;0;0;9;0;0;0;19;0;0;0;6;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48926;CONTABILIZADAS NORMALES;;188;203;0;9;17;62;3;0;1;1;41;0;1;0;5;1;0;0;29;1;0;2;13;2;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48927;CONTABILIZADAS NORMALES;;136;145;0;5;13;38;0;0;0;0;29;0;4;1;8;0;0;0;24;0;0;0;14;0;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48928;CONTABILIZADAS NORMALES;;130;144;0;7;12;41;1;0;0;0;34;0;3;0;5;0;0;0;15;0;0;0;9;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48929;CONTABILIZADAS NORMALES;;140;148;0;4;16;46;0;0;0;0;30;0;1;0;5;0;0;1;27;0;0;1;6;3;0
140135;LIMA;LIMA;EL AGUSTINO;PRESIDENCIAL;48930;CONTABILIZADAS NORMALES;;126;139;0;6;17;42;1;0;0;0;24;0;1;1;6;0;0;0;19;0;1;0;8;0;0
140134;LIMA;LIMA;INDEPENDENCIA;PRESIDENCIAL;48932;CONTABILIZADAS NORMALES;;237;249;1;11;17;67;0;0;0;0;60;0;1;1;11;0;0;0;48;0;0;0;12;8;0
140134;LIMA;LIMA;INDEPENDENCIA;PRESIDENCIAL;48936;CONTABILIZADAS NORMALES;;236;250;1;21;12;57;0;0;0;0;47;0;4;0;18;0;1;0;55;0;0;0;14;6;0
140134;LIMA;LIMA;INDEPENDENCIA;PRESIDENCIAL;48937;CONTABILIZADAS NORMALES;;235;247;0;17;13;66;3;0;0;0;59;0;0;0;17;0;1;0;45;0;1;0;10;3;0
